text,conclusi,percent
"RT @hot_pcy_pict: Hey handsome💕 cr.twentysevenmuse #TheLastKokoStop https://t.co/dK6n20d2Yh
",POSITIVE,75.79905986785889
"RT @ChanyeolGlobal: 181028 [FANCAM] #CHANYEOL  during “Boomerang” performance at Show Champion in ManilaCr.  Twentysevenmuse@weareoneEX…
",POSITIVE,76.35033130645752
"RT @Exofanbase: [STREAMLINK] 181028 EXO (Except Lay) @ Show Champion in Manila Red Carpet - 7:30PM KST📎https://t.co/qWu8dQz4Qu#TheLastK…
",POSITIVE,75.83392262458801
"RT @smolkjd: Jongdae sent kokobop off with a bang mans was about to fly off the stage with his energy #TheLastKoKoStop #EXO_TEMPO https://t…
",POSITIVE,78.09087038040161
"RT @EXOBEAKHYUN_TB: พี่จุน​ :โปรดติดตามอัลบั้มใหม่และคอนเสิร์ต​ของพวกเราด้วยนะครับคอน?? 5????......💵💵💵💵💵💵#EXO #EXO_TEMPO #어디에도_없을_완벽한_EX…
",POSITIVE,75.79905986785889
"RT @rispuddingen: 170720: 1st สเตจของ #KOKOBOP181028: #TheLastKoKoStopปีกว่าๆ ของน้องโค่บัพ 70 สเตจนี้ พี่จะไม่ลืมว่าพี่ชานท์เพลงน้องโค่…
",POSITIVE,75.79905986785889
"RT @byarena: น้องโค่ 2X จะอยู่ในความทรงจำของพวกเราตลอดไป ลุงๆหอบกันหนักมาก555555 #TheLastKokoStop https://t.co/Wt7YFtsIfB
",POSITIVE,75.79905986785889
"RT @hot_pcy_pict: King of spoiler a.k.a Park Chanyeol cr.kaisooingly #TheLastKoKoStop https://t.co/ewTzzKiYOT
",POSITIVE,75.56654214859009
"RT @BUNNYMYE0N: Junmyeon: We will be back with (our) New Album and New Concert! Please wait for us~ JM said 90% of his ment in English~ (…
",POSITIVE,78.51961851119995
"RT @PHIXOVotingTeam: [FANCAM] 181028#EXO at MBC Show Champion in Manila""Power""© Kim Jongin Philippines #TheLastKokoStop@weareoneEXO #…
",POSITIVE,76.010662317276
"RT @MOAArena: Here it is, #TheLastKoKoStop! #EXO is definitely back! #MBCShowChampionMNL2018 #ShowChampionAtMOAArena https://t.co/79kseIDdfs
",POSITIVE,76.10354423522949
"RT @niniyeolz: It’s been over a year but I’m still obsessed by this jongin #TheLastKokoStop #EXO #EXO_TEMPO #EXO_DontMessUpMyTempo https://…
",POSITIVE,74.65218901634216
"RT @CHANBAEK_FAMILY: 181028 EXO - KoKoBopเสียงแฟนชานท์ดังมากๆเลย EXO ก็ดูมีพลังมากๆด้วยเป็น 70 ครั้งของน้องโค่ที่ทำได้ดีและเต็มที่ทุกครั้…
",POSITIVE,75.79905986785889
"RT @kjongdae921_: ชิมมีชิมมี โคโค่บัพ 1ปี 3เดือนกับอีก10วัน แล้วเจอกันใหม่ในคอนจ้าน้องโค่#TheLastKoKoStop https://t.co/iXXDWAHAwB
",POSITIVE,75.79905986785889
"RT @BadmintonTalk: Final-MDMarcus Fernaldi Gideon/Kevin Sanjaya Sukamuljo (INA/1) vs Han Chengkai/Zhou Haodong (CHN)21-23 21-8tergilas…
",POSITIVE,75.7904589176178
"Kabupaten Tangerang memastikan event Porprov 5 Banten 2018, Kab.tangerang yang berlangsung 4-11 November mendatang… https://t.co/n3fz8BYYEg
",POSITIVE,75.47757029533386
"RT @barriepry: เสตจที่70 เป็นเสตจสุดท้ายแล้วน่า อยู่ด้วยกันมายาวนานเลย บ๊ายบายลาก่อนนะ#TheLastKoKoStop https://t.co/2r1r5sAd3k
",POSITIVE,75.79905986785889
"RT @windlessdeer: THE WAY BAEKHYUN HYPES HIS ERIS UWU #EXO #EXO_TEMPO @weareoneEXO #TheLastKoKoStop #MBCShowChampMNL2018   https://t.co…
",POSITIVE,75.79905986785889
"RT @ultchanyeolpark: SEHUN AND KYUNGSOO'S ATTACHED CLOTHES SJDJDK ""WE ARE ONE"" IS LITERAL HERE #TheLastKoKoStop https://t.co/Yie7yjbkXA
",POSITIVE,75.79905986785889
"Ayo indonesia bisa! #AFCU19
",POSITIVE,75.79994201660156
"RT @EXOGlobal: FANCAM 🎥 | 181028 “What U Do” #DohKyungaoo Focus @ Show Champion in ManilaCr: chelseksoo#TheLastKokostop#EXO⁠ ⁠⁠#weareon…
",POSITIVE,75.83392262458801
